Date,SKU_ID,Item_Name,Category,Warehouse,Opening_Stock,Stock_In,Stock_Out,Unit_Price,Closing_Stock,Sales_Value,Reorder_Level,Supplier,Lead_Time_Days,Discount_Applied,Is_Subscriber,Review_Rating,Return_Rate,Purchase_Frequency,Stock_Turnover
15-03-2024,SKU102974,Hat,Footwear,WH_C,411,186,118,629.89,479,74327.02,84,Supplier_W,26,0,0,4,0.151,2,0.265
04-06-2025,SKU102975,Bag,Accessories,WH_A,76,119,41,1475.29,154,60486.89,87,Supplier_Y,18,0,0,5,0.023,7,0.357
24-02-2024,SKU102976,Cap,Clothing,WH_C,30,131,9,1692.87,152,15235.83,119,Supplier_Y,25,0,0,4,0.104,5,0.099
23-04-2025,SKU102977,Skirt,Clothing,WH_A,38,18,48,1803.26,8,86556.48,47,Supplier_Y,10,1,0,4,0.101,6,2.087
07-09-2025,SKU102978,Coat,Accessories,WH_B,305,274,264,389.05,315,102709.2,74,Supplier_X,22,0,0,4,0.19,6,0.852
02-08-2024,SKU102979,Dress,Clothing,WH_C,333,231,206,1405.28,358,289487.68,90,Supplier_W,10,0,1,4,0.184,5,0.596
17-04-2024,SKU102980,Dress,Footwear,WH_C,213,41,166,1927.86,88,320024.76,90,Supplier_Z,8,0,0,2,0.15,10,1.103
24-07-2024,SKU102981,Dress,Accessories,WH_B,125,91,1,1318.69,215,1318.69,19,Supplier_Z,5,0,1,4,0.175,7,0.006
17-02-2024,SKU102982,Dress,Accessories,WH_A,164,260,67,734.4,357,49204.8,72,Supplier_Y,10,0,1,2,0.149,4,0.257
27-03-2025,SKU102983,Cap,Clothing,WH_C,245,47,307,1290.1,0,396060.7,103,Supplier_X,25,0,0,4,0.144,1,2.506
31-05-2025,SKU102984,Coat,Accessories,WH_B,108,281,209,1392.43,180,291017.87,115,Supplier_Y,12,0,0,4,0.043,9,1.451
11-07-2024,SKU102985,Blouse2,Clothing,WH_C,87,73,138,824.24,22,113745.12,55,Supplier_Z,7,0,1,1,0.123,7,2.532
08-08-2025,SKU102986,Blouse2,Clothing,WH_A,199,215,36,252.78,378,9100.08,106,Supplier_W,13,0,1,4,0.183,9,0.125
27-04-2025,SKU102987,Sunglasses,Accessories,WH_A,270,220,217,1232.99,273,267558.83,11,Supplier_Z,6,0,0,4,0.15,12,0.799
17-03-2024,SKU102988,Sandals,Clothing,WH_A,50,108,277,1614.17,0,447125.09,29,Supplier_W,19,0,1,4,0.121,11,11.08
25-10-2024,SKU102989,Blouse2,Footwear,WH_A,488,134,179,1995.27,443,357153.33,105,Supplier_W,28,1,1,3,0.052,9,0.385
21-05-2024,SKU102990,Sweater,Footwear,WH_B,197,237,4,484.96,430,1939.84,12,Supplier_X,5,1,1,4,0.136,7,0.013
03-09-2025,SKU102991,Shirt,Clothing,WH_C,22,154,129,1415.76,47,182633.04,45,Supplier_Z,20,0,0,4,0.069,2,3.739
23-11-2024,SKU102992,Coat,Footwear,WH_B,152,55,132,104.68,75,13817.76,14,Supplier_Y,10,0,0,3,0.013,11,1.163
13-08-2025,SKU102993,Dress,Clothing,WH_A,222,197,98,1941.16,321,190233.68,29,Supplier_X,26,1,1,3,0.048,2,0.361
21-06-2024,SKU102994,Scarf,Footwear,WH_A,429,37,159,74.5,307,11845.5,12,Supplier_W,14,1,0,4,0.078,4,0.432
08-10-2025,SKU102995,Jacket,Accessories,WH_A,220,216,235,749.65,201,176167.75,12,Supplier_Z,23,1,1,3,0.199,9,1.116
25-02-2025,SKU102996,Watch,Clothing,WH_A,150,230,146,198.99,234,29052.54,109,Supplier_Y,18,0,0,5,0.152,7,0.76
26-02-2025,SKU102997,Jacket,Clothing,WH_C,265,256,358,1260.89,163,451398.62,79,Supplier_X,16,0,0,4,0.056,9,1.673
29-07-2024,SKU102998,Sweater,Clothing,WH_A,72,208,114,712.02,166,81170.28,112,Supplier_Y,23,1,0,3,0.152,4,0.958
13-11-2024,SKU102999,Coat,Clothing,WH_C,368,200,3,1479.24,565,4437.72,109,Supplier_Z,18,0,0,4,0.072,9,0.006
07-03-2025,SKU103000,Tie,Clothing,WH_A,76,136,86,998.44,126,85865.84,97,Supplier_Y,29,0,0,5,0.122,7,0.851
14-01-2025,SKU103001,Sunglasses,Clothing,WH_C,31,127,45,867.84,113,39052.8,56,Supplier_X,6,1,1,2,0.153,8,0.625
14-08-2025,SKU103002,Shorts,Accessories,WH_C,368,52,82,729.61,338,59828.02,111,Supplier_Y,3,1,0,4,0.148,1,0.232
05-06-2024,SKU103003,Sandals,Accessories,WH_A,434,83,153,217.95,364,33346.35,46,Supplier_Z,3,1,0,3,0.028,9,0.383
01-06-2025,SKU103004,Belt,Footwear,WH_B,492,208,305,449.41,395,137070.05,17,Supplier_X,24,0,0,2,0.165,12,0.688
18-11-2024,SKU103005,Tie,Clothing,WH_B,424,284,281,1296.25,427,364246.25,111,Supplier_W,17,0,0,2,0.185,8,0.66
06-12-2024,SKU103006,Skirt,Footwear,WH_B,64,35,326,1018.67,0,332086.42,89,Supplier_X,22,0,1,3,0.047,1,10.188
30-01-2025,SKU103007,Shirt,Footwear,WH_B,448,214,287,186.67,375,53574.29,116,Supplier_Z,22,1,1,4,0.066,8,0.697
05-11-2024,SKU103008,Cap,Accessories,WH_B,356,26,110,1110.71,272,122178.1,10,Supplier_Y,5,0,1,5,0.188,5,0.35
06-02-2025,SKU103009,Sunglasses,Footwear,WH_A,423,145,116,155.58,452,18047.28,87,Supplier_W,16,0,1,3,0.197,3,0.265
01-11-2025,SKU103010,Belt,Accessories,WH_A,17,17,96,1047.87,0,100595.52,54,Supplier_W,11,1,0,3,0.091,8,11.294
04-11-2025,SKU103011,Belt,Footwear,WH_A,163,117,281,1931.67,0,542799.27,83,Supplier_Y,21,0,0,4,0.007,11,3.448
20-06-2024,SKU103012,T-Shirt,Clothing,WH_A,286,136,188,649.32,234,122072.16,19,Supplier_Z,10,1,0,3,0.187,11,0.723
17-03-2024,SKU103013,Jeans,Footwear,WH_A,53,66,87,1460.83,32,127092.21,95,Supplier_X,4,0,0,3,0.005,3,2.047
17-06-2025,SKU103014,Jacket,Accessories,WH_A,62,29,306,1503.83,0,460171.98,113,Supplier_Z,6,0,1,5,0.066,8,9.871
25-02-2025,SKU103015,Watch,Accessories,WH_C,256,72,86,839.48,242,72195.28,114,Supplier_W,3,0,0,4,0.018,5,0.345
10-08-2024,SKU103016,Shorts,Accessories,WH_C,238,122,25,1206.92,335,30173,104,Supplier_X,13,0,0,4,0.102,8,0.087
11-04-2024,SKU103017,Cap,Footwear,WH_A,435,227,379,970.49,283,367815.71,77,Supplier_X,7,0,0,3,0.008,3,1.056
12-06-2024,SKU103018,Shirt,Footwear,WH_A,483,272,30,602.56,725,18076.8,52,Supplier_Y,4,0,0,4,0.045,10,0.05
15-05-2024,SKU103019,Shorts,Accessories,WH_C,440,245,125,1521.75,560,190218.75,96,Supplier_Z,29,0,0,4,0.092,6,0.25
28-12-2024,SKU103020,Sandals,Clothing,WH_C,8,38,197,1420.51,0,279840.47,50,Supplier_X,15,0,0,5,0.015,12,49.25
12-09-2025,SKU103021,Shorts,Clothing,WH_A,469,169,300,1806.07,338,541821,21,Supplier_Y,19,0,0,1,0.096,6,0.743
29-09-2025,SKU103022,Skirt,Footwear,WH_C,119,101,30,1255.35,190,37660.5,118,Supplier_Z,19,1,0,5,0.053,4,0.194
06-05-2025,SKU103023,Blouse2,Footwear,WH_B,347,293,366,808,274,295728,17,Supplier_W,20,1,0,2,0.053,5,1.179
18-12-2023,SKU103024,Sunglasses,Accessories,WH_B,89,242,316,1442.31,15,455769.96,54,Supplier_W,23,0,0,5,0.187,12,6.077
09-09-2024,SKU103025,Dress,Footwear,WH_B,371,156,231,1257.12,296,290394.72,97,Supplier_Z,30,0,0,2,0.138,12,0.693
10-10-2024,SKU103026,Scarf,Footwear,WH_C,457,264,44,1252.4,677,55105.6,10,Supplier_X,11,1,1,4,0.186,7,0.078
16-09-2024,SKU103027,Jacket,Accessories,WH_A,311,256,315,1707.18,252,537761.7,35,Supplier_X,8,0,1,2,0.115,1,1.119
21-01-2024,SKU103028,Belt,Accessories,WH_A,174,122,188,1825.41,108,343177.08,95,Supplier_W,30,1,1,4,0.181,8,1.333
12-08-2024,SKU103029,Scarf,Footwear,WH_A,2,46,51,401.47,0,20474.97,116,Supplier_W,22,0,0,3,0.167,11,51
01-05-2024,SKU103030,Jeans,Clothing,WH_C,129,9,51,662.4,87,33782.4,98,Supplier_X,5,0,1,4,0.2,3,0.472
30-08-2025,SKU103031,Skirt,Footwear,WH_C,53,143,331,1318.1,0,436291.1,40,Supplier_Z,10,1,1,4,0.101,7,12.491
06-08-2024,SKU103032,Tie,Clothing,WH_B,292,298,317,1136.58,273,360295.86,65,Supplier_W,5,0,0,4,0.139,9,1.122
19-07-2025,SKU103033,Socks,Clothing,WH_C,183,151,322,1322.04,12,425696.88,107,Supplier_X,3,0,1,1,0.032,2,3.303
19-08-2025,SKU103034,Socks,Clothing,WH_B,414,135,78,894.38,471,69761.64,46,Supplier_Z,22,0,0,5,0.188,10,0.176
22-08-2024,SKU103035,Hat,Accessories,WH_B,352,74,48,854.26,378,41004.48,84,Supplier_Y,29,0,0,2,0.08,10,0.132
31-10-2025,SKU103036,Tie,Accessories,WH_A,223,25,229,279.43,19,63989.47,13,Supplier_Z,15,1,1,5,0.183,7,1.893
05-08-2024,SKU103037,Skirt,Accessories,WH_C,490,6,343,1266.11,153,434275.73,81,Supplier_X,23,0,0,5,0.02,1,1.067
12-01-2024,SKU103038,Bag,Footwear,WH_A,11,78,370,392.78,0,145328.6,53,Supplier_Z,7,0,1,4,0.103,5,67.273
04-03-2025,SKU103039,Socks,Accessories,WH_A,441,14,43,1358.49,412,58415.07,108,Supplier_X,18,1,0,3,0,11,0.101
12-07-2024,SKU103040,Sandals,Accessories,WH_C,194,206,291,1935.79,109,563314.89,98,Supplier_W,23,0,1,2,0.083,7,1.921
11-04-2024,SKU103041,Tie,Footwear,WH_C,246,88,246,550.01,88,135302.46,104,Supplier_Y,26,0,0,4,0.017,5,1.473
24-12-2023,SKU103042,T-Shirt,Footwear,WH_B,367,96,218,327.2,245,71329.6,58,Supplier_W,18,0,1,3,0.09,5,0.712
03-02-2025,SKU103043,Dress,Clothing,WH_B,153,215,21,97.14,347,2039.94,96,Supplier_W,26,1,1,4,0.111,6,0.084
26-05-2024,SKU103044,Dress,Footwear,WH_B,77,258,129,788.71,206,101743.59,49,Supplier_X,14,0,0,5,0.17,10,0.912
28-08-2025,SKU103045,Blouse2,Footwear,WH_B,139,286,6,468.49,419,2810.94,111,Supplier_X,15,1,0,5,0.059,10,0.022
10-03-2024,SKU103046,Sandals,Accessories,WH_A,499,74,271,1009.13,302,273474.23,77,Supplier_X,6,0,0,4,0.113,11,0.677
08-11-2023,SKU103047,Blouse2,Clothing,WH_A,89,241,349,1072.4,0,374267.6,109,Supplier_X,11,0,1,5,0.013,11,7.843
08-08-2025,SKU103048,Belt,Clothing,WH_C,143,16,43,731.19,116,31441.17,80,Supplier_W,18,1,0,2,0.183,6,0.332
16-05-2024,SKU103049,Watch,Footwear,WH_B,436,176,239,1512.32,373,361444.48,19,Supplier_X,3,0,0,5,0.09,10,0.591
08-06-2025,SKU103050,Blouse,Accessories,WH_B,71,258,365,1814.37,0,662245.05,79,Supplier_X,7,0,0,3,0.051,2,10.282
06-04-2025,SKU103051,Socks,Accessories,WH_B,432,122,64,462.47,490,29598.08,104,Supplier_W,23,1,0,3,0.093,12,0.139
22-01-2025,SKU103052,Watch,Accessories,WH_A,176,110,245,1680.78,41,411791.1,13,Supplier_Y,7,0,0,3,0.096,12,2.258
29-03-2024,SKU103053,Dress,Accessories,WH_C,347,255,72,305.82,530,22019.04,30,Supplier_Y,26,1,1,3,0.149,10,0.164
16-05-2024,SKU103054,Blouse2,Footwear,WH_A,262,233,70,495.97,425,34717.9,51,Supplier_Z,27,0,1,4,0.195,11,0.204
23-04-2025,SKU103055,Blouse2,Accessories,WH_C,270,39,196,1144.76,113,224372.96,93,Supplier_W,21,0,1,5,0.037,10,1.023
21-06-2024,SKU103056,Tie,Clothing,WH_C,104,121,188,647.83,37,121792.04,90,Supplier_X,11,0,1,3,0.011,12,2.667
15-09-2024,SKU103057,Scarf,Clothing,WH_A,419,214,157,131.34,476,20620.38,15,Supplier_Z,29,1,1,4,0.131,9,0.351
28-07-2025,SKU103058,Jacket,Footwear,WH_A,71,295,329,625,37,205625,20,Supplier_Y,10,0,0,3,0.177,3,6.093
04-09-2024,SKU103059,Sunglasses,Accessories,WH_C,73,285,24,1814.5,334,43548,91,Supplier_Y,21,0,0,3,0.113,1,0.118
22-08-2025,SKU103060,Hat,Accessories,WH_A,142,280,337,389.74,85,131342.38,82,Supplier_W,20,0,0,2,0.016,11,2.969
09-02-2025,SKU103061,Belt,Accessories,WH_A,61,6,70,1539.31,0,107751.7,21,Supplier_X,17,1,0,5,0.084,1,2.295
12-12-2024,SKU103062,Jeans,Accessories,WH_C,145,91,312,1458.45,0,455036.4,40,Supplier_X,6,1,0,4,0.131,9,4.303
11-05-2025,SKU103063,Shorts,Footwear,WH_C,45,122,222,257.14,0,57085.08,40,Supplier_Z,17,1,1,4,0.066,6,9.867
04-12-2024,SKU103064,Blouse2,Accessories,WH_B,228,95,159,692.41,164,110093.19,52,Supplier_Y,15,1,1,4,0.169,7,0.811
01-06-2024,SKU103065,Socks,Footwear,WH_A,104,0,305,419.24,0,127868.2,67,Supplier_Z,30,0,1,4,0.045,2,5.865
04-06-2024,SKU103066,Blouse,Accessories,WH_C,108,90,74,95.14,124,7040.36,59,Supplier_Z,20,1,0,4,0.073,11,0.638
01-03-2024,SKU103067,Bag,Accessories,WH_A,316,6,137,387.43,185,53077.91,107,Supplier_Z,22,0,0,4,0.183,12,0.547
14-08-2025,SKU103068,Socks,Clothing,WH_A,120,119,40,443.08,199,17723.2,89,Supplier_X,7,1,1,4,0.115,1,0.251
15-07-2024,SKU103069,Blouse2,Footwear,WH_C,498,128,302,373.66,324,112845.32,50,Supplier_Y,20,0,0,4,0.001,2,0.735
13-06-2024,SKU103070,Cap,Clothing,WH_B,42,178,397,227.64,0,90373.08,85,Supplier_Z,30,0,0,3,0.049,3,18.905
18-12-2024,SKU103071,Sunglasses,Footwear,WH_C,427,97,386,1076.3,138,415451.8,86,Supplier_Y,10,0,1,3,0.151,3,1.366
23-01-2025,SKU103072,Blouse,Accessories,WH_C,98,42,333,679.15,0,226156.95,45,Supplier_Y,3,1,0,5,0.01,8,6.796
02-07-2025,SKU103073,Bag,Accessories,WH_A,193,182,308,1821.09,67,560895.72,86,Supplier_Z,21,1,1,2,0.199,4,2.369
26-10-2024,SKU103074,Dress,Footwear,WH_B,310,184,15,415.07,479,6226.05,53,Supplier_Z,25,0,0,4,0.18,1,0.038
18-05-2025,SKU103075,Belt,Clothing,WH_C,213,52,374,1225.58,0,458366.92,75,Supplier_W,28,0,1,4,0.045,2,3.512
10-05-2025,SKU103076,T-Shirt,Footwear,WH_A,462,227,188,1806.21,501,339567.48,24,Supplier_X,19,1,0,4,0.179,9,0.39
28-03-2024,SKU103077,Cap,Footwear,WH_C,228,160,27,142.02,361,3834.54,86,Supplier_Y,29,0,0,2,0.14,2,0.092
11-07-2025,SKU103078,Skirt,Accessories,WH_A,422,234,162,1056.74,494,171191.88,43,Supplier_Z,4,0,0,4,0.085,12,0.354
22-03-2025,SKU103079,Sneakers,Clothing,WH_C,483,199,385,928.8,297,357588,99,Supplier_Z,21,1,0,4,0.039,9,0.987
09-10-2025,SKU103080,Scarf,Footwear,WH_B,388,0,316,1861.12,72,588113.92,79,Supplier_Y,18,1,0,4,0.04,5,1.374
07-05-2025,SKU103081,Shirt,Clothing,WH_C,184,13,54,1344.34,143,72594.36,94,Supplier_Z,20,0,1,4,0.119,4,0.33
27-08-2025,SKU103082,Scarf,Clothing,WH_A,111,212,273,730.86,50,199524.78,53,Supplier_W,4,0,1,4,0.083,4,3.391
02-05-2025,SKU103083,Skirt,Footwear,WH_C,398,276,304,1437.47,370,436990.88,42,Supplier_Y,30,0,0,5,0.119,3,0.792
28-03-2025,SKU103084,Sweater,Clothing,WH_B,346,33,101,1186.18,278,119804.18,88,Supplier_Z,29,0,0,3,0.066,2,0.324
25-06-2025,SKU103085,Skirt,Accessories,WH_B,271,269,41,726.98,499,29806.18,108,Supplier_Y,8,0,0,3,0.046,8,0.106
14-08-2024,SKU103086,Bag,Accessories,WH_B,312,167,262,1581.23,217,414282.26,101,Supplier_Z,9,1,0,4,0.167,6,0.991
04-01-2025,SKU103087,Sandals,Accessories,WH_B,483,169,387,1352.93,265,523583.91,115,Supplier_Z,8,0,1,2,0.184,9,1.035
03-08-2024,SKU103088,Socks,Accessories,WH_A,101,81,170,60.56,12,10295.2,15,Supplier_X,29,0,0,4,0.141,2,3.009
09-04-2024,SKU103089,T-Shirt,Clothing,WH_C,209,136,207,1737.01,138,359561.07,110,Supplier_Y,8,0,1,4,0.032,12,1.193
13-07-2025,SKU103090,Jeans,Accessories,WH_B,226,232,314,824.33,144,258839.62,49,Supplier_X,11,0,0,1,0.018,1,1.697
03-11-2025,SKU103091,Blouse2,Footwear,WH_C,280,114,48,1308.62,346,62813.76,15,Supplier_Z,10,0,1,3,0.108,8,0.153
30-08-2025,SKU103092,Scarf,Accessories,WH_A,21,251,59,823.7,213,48598.3,84,Supplier_Y,26,1,1,4,0.11,8,0.504
29-01-2024,SKU103093,Jeans,Footwear,WH_C,247,288,5,1768.66,530,8843.3,23,Supplier_Y,24,0,0,3,0.128,5,0.013
21-07-2025,SKU103094,Sandals,Footwear,WH_C,158,48,147,1319.13,59,193912.11,94,Supplier_W,23,1,0,4,0.181,2,1.355
06-01-2025,SKU103095,Shirt,Accessories,WH_B,378,3,286,1179.8,95,337422.8,93,Supplier_W,11,0,0,4,0.129,10,1.209
08-08-2024,SKU103096,Jeans,Accessories,WH_B,228,175,210,1961.52,193,411919.2,14,Supplier_Z,14,0,0,4,0.183,5,0.998
20-10-2025,SKU103097,Belt,Clothing,WH_A,417,271,371,597.25,317,221579.75,54,Supplier_Z,20,0,0,3,0.024,8,1.011
17-08-2024,SKU103098,Dress,Footwear,WH_C,342,25,149,177.25,218,26410.25,68,Supplier_Z,25,0,0,3,0.142,4,0.532
28-04-2024,SKU103099,Shorts,Accessories,WH_A,399,69,84,1056.22,384,88722.48,82,Supplier_Z,8,0,0,4,0.185,2,0.215
29-09-2024,SKU103100,Bag,Clothing,WH_A,453,292,159,876.83,586,139415.97,103,Supplier_W,25,0,0,4,0.093,3,0.306
25-10-2025,SKU103101,Jacket,Accessories,WH_A,186,233,46,935.87,373,43050.02,115,Supplier_Y,30,0,0,4,0.194,3,0.165
09-01-2024,SKU103102,Scarf,Accessories,WH_B,142,230,161,1259.2,211,202731.2,52,Supplier_X,6,0,1,4,0.111,9,0.912
19-01-2024,SKU103103,Jeans,Accessories,WH_B,337,262,154,1249.49,445,192421.46,111,Supplier_Y,27,0,0,3,0.189,12,0.394
04-08-2025,SKU103104,Sandals,Footwear,WH_C,357,285,229,814.92,413,186616.68,62,Supplier_Y,9,0,0,4,0.15,3,0.595
16-11-2024,SKU103105,Shirt,Accessories,WH_C,396,73,299,1732.61,170,518050.39,36,Supplier_W,20,0,0,5,0.092,1,1.057
01-08-2025,SKU103106,Sweater,Clothing,WH_C,23,120,157,1320.34,0,207293.38,78,Supplier_Y,22,0,1,3,0.007,7,13.652
29-03-2025,SKU103107,Sandals,Accessories,WH_B,140,5,160,1785.33,0,285652.8,78,Supplier_Y,7,0,0,3,0.131,1,2.286
09-12-2024,SKU103108,Scarf,Accessories,WH_B,448,23,246,1830.65,225,450339.9,57,Supplier_Z,20,0,1,5,0.051,6,0.731
06-03-2024,SKU103109,Scarf,Clothing,WH_A,239,193,55,376.26,377,20694.3,113,Supplier_X,12,0,0,3,0.058,10,0.179
17-01-2025,SKU103110,Watch,Clothing,WH_B,291,167,150,1377.1,308,206565,88,Supplier_Y,10,1,0,4,0.004,4,0.501
13-09-2025,SKU103111,Shirt,Footwear,WH_A,304,209,298,669.15,215,199406.7,82,Supplier_Y,3,0,0,3,0.112,7,1.148
14-02-2025,SKU103112,Blouse2,Footwear,WH_A,81,132,53,1681.04,160,89095.12,34,Supplier_X,17,0,0,5,0.058,7,0.44
19-08-2024,SKU103113,Bag,Footwear,WH_B,47,291,222,1479.06,116,328351.32,17,Supplier_Z,5,1,0,4,0.196,7,2.724
29-07-2024,SKU103114,Belt,Footwear,WH_A,352,173,253,437.56,272,110702.68,87,Supplier_W,17,0,0,3,0.15,6,0.811
22-09-2024,SKU103115,Skirt,Clothing,WH_A,357,150,67,1880.52,440,125994.84,112,Supplier_W,16,0,1,4,0.071,7,0.168
10-09-2025,SKU103116,Socks,Accessories,WH_C,170,87,52,1382.78,205,71904.56,41,Supplier_Y,3,1,0,1,0.059,8,0.277
17-11-2024,SKU103117,Scarf,Accessories,WH_A,261,265,244,1899.83,282,463558.52,104,Supplier_Z,23,0,0,3,0.143,3,0.899
04-02-2024,SKU103118,Socks,Accessories,WH_B,464,69,39,443.73,494,17305.47,70,Supplier_W,10,0,1,5,0.051,5,0.081
22-08-2025,SKU103119,Hat,Footwear,WH_B,67,204,341,1745.92,0,595358.72,96,Supplier_W,9,1,1,4,0.09,10,10.179
28-05-2024,SKU103120,Shirt,Clothing,WH_A,13,31,392,1352.74,0,530274.08,117,Supplier_W,11,0,1,4,0.032,11,60.308
06-10-2024,SKU103121,Skirt,Clothing,WH_C,29,42,350,1126.96,0,394436,10,Supplier_W,20,0,1,5,0.051,9,24.138
16-06-2024,SKU103122,Jacket,Clothing,WH_B,109,117,137,1650,89,226050,40,Supplier_W,14,0,1,4,0.02,8,1.384
18-12-2023,SKU103123,Blouse,Accessories,WH_B,211,14,265,1284.08,0,340281.2,80,Supplier_Y,10,1,0,2,0.085,6,2.512
15-10-2025,SKU103124,Sweater,Footwear,WH_C,263,114,137,1355.72,240,185733.64,24,Supplier_W,10,0,0,3,0.185,9,0.545
14-01-2024,SKU103125,Jeans,Clothing,WH_A,437,19,291,544.66,165,158496.06,115,Supplier_Y,8,1,1,4,0.02,10,0.967
04-04-2025,SKU103126,Bag,Footwear,WH_B,321,177,209,1643.25,289,343439.25,79,Supplier_X,5,0,0,1,0.087,5,0.685
05-08-2025,SKU103127,Jeans,Clothing,WH_A,484,261,171,1318.09,574,225393.39,25,Supplier_X,4,0,0,4,0.06,2,0.323
21-07-2025,SKU103128,Coat,Footwear,WH_A,387,78,184,1696.56,281,312167.04,87,Supplier_Z,16,0,1,4,0.073,9,0.551
27-06-2025,SKU103129,Blouse,Clothing,WH_A,201,119,298,735.48,22,219173.04,117,Supplier_Y,10,0,0,4,0.154,5,2.673
31-07-2025,SKU103130,Hat,Footwear,WH_A,83,25,239,696.83,0,166542.37,90,Supplier_Z,8,1,1,4,0.087,8,5.759
13-03-2024,SKU103131,Tie,Clothing,WH_B,443,21,210,96.61,254,20288.1,83,Supplier_X,6,0,1,4,0.13,8,0.603
19-07-2024,SKU103132,Socks,Clothing,WH_C,375,200,362,1548.78,213,560658.36,102,Supplier_X,7,0,0,5,0.194,4,1.231
02-10-2025,SKU103133,Scarf,Footwear,WH_B,52,63,150,694.11,0,104116.5,115,Supplier_X,23,0,1,4,0.123,4,5.769
23-11-2023,SKU103134,Tie,Footwear,WH_C,354,213,387,688.06,180,266279.22,81,Supplier_X,15,1,1,4,0.067,1,1.449
26-02-2025,SKU103135,Dress,Accessories,WH_A,495,292,395,1392.93,392,550207.35,66,Supplier_W,11,0,0,1,0.08,5,0.891
08-01-2024,SKU103136,Shirt,Footwear,WH_C,255,77,123,543.09,209,66800.07,20,Supplier_X,15,0,1,4,0.139,9,0.53
12-01-2025,SKU103137,Hat,Clothing,WH_A,73,215,48,1822.59,240,87484.32,27,Supplier_W,11,1,0,4,0.139,12,0.307
07-09-2025,SKU103138,Jacket,Clothing,WH_B,219,223,396,1099.23,46,435295.08,54,Supplier_W,26,0,1,4,0.074,5,2.989
01-08-2024,SKU103139,Shirt,Footwear,WH_B,142,27,123,1940.48,46,238679.04,29,Supplier_Z,26,0,0,3,0.145,5,1.309
12-12-2023,SKU103140,Blouse2,Accessories,WH_C,99,200,67,199.5,232,13366.5,89,Supplier_W,18,1,1,4,0.11,6,0.405
05-06-2025,SKU103141,Coat,Footwear,WH_A,128,66,357,706.81,0,252331.17,100,Supplier_Z,14,0,1,4,0.196,6,5.578
15-03-2025,SKU103142,Dress,Clothing,WH_A,405,125,230,793.87,300,182590.1,96,Supplier_W,4,1,0,5,0.182,8,0.652
22-05-2025,SKU103143,Sneakers,Clothing,WH_C,218,194,345,1474.32,67,508640.4,23,Supplier_W,21,0,0,2,0.165,1,2.421
18-02-2025,SKU103144,Cap,Accessories,WH_A,476,173,8,465.28,641,3722.24,85,Supplier_X,18,0,0,4,0.007,5,0.014
29-08-2025,SKU103145,Belt,Footwear,WH_A,270,86,265,781.92,91,207208.8,118,Supplier_Y,26,0,1,3,0.076,9,1.468
27-09-2024,SKU103146,Scarf,Clothing,WH_A,457,153,124,1825.75,486,226393,36,Supplier_W,15,0,0,4,0.115,3,0.263
06-09-2024,SKU103147,Sweater,Clothing,WH_B,467,209,370,273.37,306,101146.9,86,Supplier_Y,7,0,1,3,0.104,11,0.957
09-08-2024,SKU103148,Coat,Clothing,WH_B,21,12,320,1503.38,0,481081.6,89,Supplier_Y,25,0,1,5,0.153,7,30.476
21-09-2025,SKU103149,Blouse2,Footwear,WH_B,177,163,111,1419.85,229,157603.35,106,Supplier_Y,26,0,0,3,0.182,7,0.547
26-05-2024,SKU103150,Hat,Footwear,WH_A,47,254,327,304.48,0,99564.96,97,Supplier_W,8,0,0,4,0.157,12,13.915
25-01-2025,SKU103151,Sneakers,Accessories,WH_B,116,63,329,1392.56,0,458152.24,85,Supplier_Y,23,0,1,4,0.044,12,5.672
26-09-2024,SKU103152,Shirt,Clothing,WH_A,328,75,53,1161.08,350,61537.24,18,Supplier_W,26,0,1,4,0.097,10,0.156
12-12-2023,SKU103153,Watch,Clothing,WH_A,375,21,88,610.67,308,53738.96,22,Supplier_X,19,0,0,4,0.079,3,0.258
03-03-2025,SKU103154,Sandals,Accessories,WH_C,178,59,94,656.73,143,61732.62,54,Supplier_W,19,0,0,3,0.153,7,0.586
04-11-2025,SKU103155,Shorts,Clothing,WH_A,479,55,358,1674.33,176,599410.14,17,Supplier_Z,19,1,1,3,0.179,3,1.093
01-03-2025,SKU103156,Cap,Accessories,WH_B,272,167,249,500.48,190,124619.52,65,Supplier_X,5,0,0,2,0.057,6,1.078
11-01-2024,SKU103157,Sneakers,Accessories,WH_B,361,204,316,1049.92,249,331774.72,91,Supplier_Y,28,1,1,4,0.098,8,1.036
15-11-2023,SKU103158,Shorts,Clothing,WH_A,338,258,165,1378.24,431,227409.6,100,Supplier_Y,15,0,1,4,0.146,8,0.429
03-09-2024,SKU103159,Skirt,Footwear,WH_B,359,190,226,303.31,323,68548.06,114,Supplier_Z,14,0,0,5,0.01,6,0.663
15-10-2024,SKU103160,Hat,Footwear,WH_A,346,54,135,1868.09,265,252192.15,106,Supplier_X,8,0,1,4,0.193,2,0.442
11-01-2025,SKU103161,Watch,Footwear,WH_C,178,283,383,558.24,78,213805.92,16,Supplier_Z,24,0,0,5,0.16,1,2.992
04-01-2025,SKU103162,Sneakers,Footwear,WH_A,420,263,64,671.73,619,42990.72,86,Supplier_Y,23,1,0,3,0.109,3,0.123
04-10-2024,SKU103163,Shorts,Clothing,WH_A,481,258,4,1348.93,735,5395.72,24,Supplier_W,15,0,0,3,0.156,3,0.007
